matrix_subject,frequency_matrix_verb,word_form_similarity,frequency_CC_subject_head,subject_form_CC_subject,position_matrix_verb,length_CC_remainder,length_CC_onset,length_matrix_verb_to_CC,that,uid,genre
4,-7.310124691273788,0,-8.226415423147943,4,15,0,12,-1,0,2.1400661634962708,74
4,-6.999969762969948,0,-7.820950315039778,4,2,0,2,-3,1,2.17742195004004,74
4,-6.199464064089503,0,-7.127803134479833,4,5,0,2,-1,0,10,74
4,-8.609407675404048,0,-7.310124691273788,4,1,0,2,-1,0,0.5596157879354228,74
4,-7.310124691273788,0,-3.4125694778058655,4,4,0,2,-1,0,3.8501476017100584,74
4,-8.45525699557679,0,-7.127803134479833,4,3,0,6,-3,1,10,43
3,-8.181963660577109,0,-3.4125694778058655,4,1,0,11,-3,1,10,12
4,-8.609407675404048,0,-3.4125694778058655,4,6,0,14,-3,1,10,12
1,-8.181963660577109,1,-8.875110841137055,3,14,0,1,2,0,0.9382696385929302,75
1,-8.181963660577109,0,-4.6980515589636065,4,10,0,3,-3,1,10,75
1,-8.181963660577109,0,-3.4125694778058655,4,10,0,8,-8,0,0.9382696385929302,75
4,-10.218845587838148,0,-7.899731192892893,1,14,0,1,-3,1,10,75
1,-8.752508519044722,0,-5.879378567583063,1,6,0,1,-3,1,10,75
4,-6.199464064089503,0,-3.4125694778058655,3,2,0,1,-4,1,5.236441962829949,75
4,-9.931163515386368,0,-4.6980515589636065,3,53,0,1,-1,0,3.2188758248682006,75
4,-6.199464064089503,0,-7.385632243781933,1,16,0,1,-1,0,0.9207918647549467,75
1,-7.385632243781933,0,-4.6980515589636065,3,18,0,1,-1,0,10,75
4,-6.199464064089503,0,-7.510795386735939,3,12,0,1,-18,1,0.9207918647549467,75
4,-6.199464064089503,0,-9.120233299170039,3,12,0,1,-8,1,10,75
4,-7.967553789231654,0,-7.127803134479833,4,2,0,2,-1,0,10,19
3,-8.181963660577109,0,-4.6980515589636065,4,29,0,3,-3,1,1.7707060600302227,19
4,-7.967553789231654,0,-3.4125694778058655,1,2,0,1,-8,0,3.8501476017100584,19
1,-3.4125694778058655,0,-5.879378567583063,3,15,0,1,-3,1,10,19
3,-8.64330922707973,0,-3.4125694778058655,1,1,0,1,-4,0,3.8501476017100584,19
1,-3.4125694778058655,0,-9.612709784267834,3,8,0,1,-3,1,3.8501476017100584,19
3,-9.612709784267834,0,-8.791729232198003,4,13,0,0,-1,0,0.6061358035703156,19
4,-6.199464064089503,0,-6.415893677464364,3,3,0,1,-1,0,10,19
1,-8.181963660577109,0,-3.4125694778058655,1,2,0,1,-15,0,3.8501476017100584,19
1,-3.4125694778058655,0,-9.445655699604668,4,20,0,2,-3,1,10,19
1,-6.199464064089503,0,-8.181963660577109,1,1,0,1,-8,1,0.9207918647549467,19
4,-3.4125694778058655,0,-3.4125694778058655,3,14,0,1,-1,0,3.8501476017100584,19
4,-10.06469490801089,0,-3.4125694778058655,4,2,0,6,-3,1,10,167
1,-3.4125694778058655,0,-3.4125694778058655,4,15,0,16,-3,1,5.236441962829949,167
4,-10.624310695946313,0,-4.6980515589636065,4,2,0,8,-3,1,10,167
4,-7.328473829941984,0,-6.062570067885558,4,4,0,7,-2,0,1.54663701119507,96
4,-6.149818833600338,0,-5.181892985424519,4,3,0,4,-1,0,10,96
4,-6.649312891356779,0,-3.4125694778058655,2,3,0,1,-1,0,5.2390980068880655,96
1,-8.249404941372642,0,-7.328473829941984,3,2,0,1,-4,0,10,96
3,-7.328473829941984,0,-3.4125694778058655,3,8,0,1,-2,0,5.7745515455444085,96
1,-6.199464064089503,0,-7.385632243781933,3,21,0,1,6,0,0.9207918647549467,96
1,-6.199464064089503,1,-7.090624131238079,3,21,0,1,8,0,10,96
4,-7.8362177871705665,0,-3.4125694778058655,4,21,0,1,-4,1,10,96
1,-8.484244532450042,0,-3.4125694778058655,4,4,0,8,-1,0,10,96
4,-9.931163515386368,0,-11.317457876506259,4,13,0,15,-3,1,1.6094379124341003,134
4,-6.649312891356779,0,-4.6980515589636065,4,3,0,2,-1,0,1.0045833390198333,70
4,-4.6980515589636065,0,-3.4125694778058655,4,6,0,3,-6,1,5.236441962829949,70
4,-4.6980515589636065,0,-3.4125694778058655,4,6,0,2,-14,1,1.6739764335716716,70
4,-7.310124691273788,0,-3.4125694778058655,4,12,0,2,-3,1,3.8501476017100584,70
4,-10.06469490801089,0,-8.576617852581057,4,3,0,5,-3,1,0.3364722366212129,70
4,-8.576617852581057,0,-3.4125694778058655,4,10,0,3,-3,1,0.9490805546971459,70
4,-3.4125694778058655,0,-8.181963660577109,3,3,0,1,-1,0,3.8501476017100584,70
3,-8.181963660577109,0,-3.4125694778058655,4,14,0,14,-1,0,0.9382696385929302,70
4,-8.714768191061875,0,-5.181892985424519,4,39,0,2,-3,1,10,70
4,-10.06469490801089,0,-7.310124691273788,4,8,0,4,-3,1,0.3364722366212129,70
4,-7.310124691273788,0,-3.4125694778058655,4,14,0,2,-3,1,3.8501476017100584,70
4,-8.64330922707973,0,-3.4125694778058655,4,0,0,2,-3,1,0.5978370007556204,70
4,-9.014872783512212,0,-8.427086118610093,4,15,0,1,-3,1,2.3025850929940455,70
3,-7.733938938050149,0,-3.4125694778058655,4,21,0,5,-5,0,10,70
4,-8.714768191061875,0,-9.177391713009987,4,0,0,2,-3,1,1.6863989535702288,70
4,-9.177391713009987,0,-3.4125694778058655,4,4,0,10,-3,1,1.7346010553881064,70
4,-10.06469490801089,0,-4.6980515589636065,4,4,0,2,-3,1,0.3364722366212129,70
4,-7.068962634456899,0,-3.4125694778058655,4,0,0,3,-3,1,10,70
4,-6.542544915931073,0,-9.066166077899764,2,9,0,1,-3,1,1.9416996165189697,70
2,-6.999969762969948,0,-5.181892985424519,2,1,0,1,-3,1,0.9808292530117262,32
4,-8.832551226718259,0,-4.6980515589636065,3,17,0,1,-1,0,0.9808292530117262,32
2,-6.149818833600338,0,-3.4125694778058655,4,1,0,10,-3,1,1.766441661243765,32
2,-9.238016334826423,0,-7.158574793146586,3,1,0,1,-3,1,1.6739764335716716,32
2,-6.999969762969948,0,-7.158574793146586,3,19,0,1,-1,0,2.17742195004004,32
2,-6.904659583165623,0,-6.062570067885558,3,11,0,1,-15,0,10,32
4,-8.181963660577109,0,-8.427086118610093,4,2,0,8,-3,1,0.9382696385929302,123
4,-8.576617852581057,0,-7.127803134479833,4,9,0,2,-3,1,10,123
4,-8.181963660577109,0,-7.9330676131604845,4,1,0,1,-3,1,0.9382696385929302,123
3,-8.576617852581057,0,-3.4125694778058655,4,13,0,1,-1,0,10,123
3,-9.708019964072157,0,-4.6980515589636065,4,9,0,3,-1,0,10,123
4,-8.919562603707888,0,-10.624310695946313,4,21,0,0,-1,0,10,123
4,-9.177391713009987,0,-3.4125694778058655,3,18,0,1,3,0,10,88
4,-6.199464064089503,0,-8.39968714442198,4,6,0,3,-3,1,0.9207918647549467,88
3,-6.149818833600338,0,-6.415893677464364,3,1,0,1,-1,0,4.007333185232471,88
4,-6.199464064089503,0,-6.742746898002876,3,0,0,1,-1,0,0.9207918647549467,64
4,-9.371547727450945,0,-4.6980515589636065,3,3,0,1,-1,0,1.9459101490553135,64
3,-8.347043410936557,0,-7.292106185771109,4,15,0,2,-5,0,3.367295829986474,64
2,-8.678400546891,0,-8.347043410936557,4,2,0,2,-3,1,1.9459101490553135,64
4,-8.347043410936557,0,-3.4125694778058655,4,6,0,0,-5,0,10,64
2,-8.678400546891,0,-12.010605057066204,3,2,0,1,-17,0,1.9459101490553135,64
4,-7.310124691273788,0,-3.4125694778058655,4,2,0,7,-3,1,2.1400661634962708,64
4,-8.714768191061875,0,-4.6980515589636065,3,0,0,1,-1,0,1.6863989535702288,64
4,-6.199464064089503,0,-6.3304324480491365,3,2,0,1,-1,0,0.9207918647549467,64
1,-3.4125694778058655,0,-7.090624131238079,1,2,0,1,-4,0,10,162
4,-6.542544915931073,0,-7.8362177871705665,4,14,0,2,-1,0,1.9416996165189697,162
1,-9.708019964072157,0,-4.6980515589636065,1,1,0,1,-1,0,5.308267697401205,162
1,-3.4125694778058655,0,-3.4125694778058655,1,3,0,1,-4,0,10,162
4,-3.4125694778058655,0,-3.4125694778058655,1,5,0,1,-5,1,10,162
1,-8.752508519044722,0,-8.752508519044722,4,4,0,2,-1,0,0.5753641449035618,162
2,-6.149818833600338,0,-8.003271871833732,1,18,0,1,-3,1,1.766441661243765,4
2,-4.6980515589636065,0,-9.120233299170039,3,10,0,1,6,0,10,4
2,-6.149818833600338,0,-4.6980515589636065,3,2,0,1,-1,0,1.766441661243765,4
1,-8.139404046158313,0,-4.6980515589636065,1,4,0,1,-1,0,5.7745515455444085,4
1,-8.139404046158313,0,-8.832551226718259,1,2,0,1,-1,0,1.3862943611198906,4
1,-8.832551226718259,0,-3.4125694778058655,4,7,0,2,-1,0,3.8501476017100584,4
1,-8.832551226718259,0,-3.4125694778058655,2,7,0,1,-7,0,3.8501476017100584,4
1,-9.120233299170039,0,-3.4125694778058655,4,6,0,3,-1,0,3.2188758248682006,4
4,-9.120233299170039,0,-7.257014865959839,4,10,0,3,-3,1,0.6359887667199967,4
1,-8.139404046158313,0,-3.4125694778058655,1,30,0,1,-1,0,10,4
4,-6.199464064089503,0,-4.6980515589636065,1,4,0,1,-3,1,0.9207918647549467,4
1,-7.292106185771109,0,-4.6980515589636065,1,17,0,1,-14,0,3.3141860046725258,4
4,-7.292106185771109,0,-8.609407675404048,4,14,0,0,-1,0,3.3141860046725258,4
1,-8.297032990361895,0,-8.609407675404048,1,6,0,1,-6,0,2.0794415416798357,4
1,-6.08101591367631,0,-5.181892985424519,1,6,0,1,-4,0,1.766441661243765,4
4,-6.149818833600338,0,-8.875110841137055,2,4,0,1,-1,0,1.766441661243765,4
1,-6.149818833600338,0,-6.986724536219928,2,1,0,1,-1,0,1.766441661243765,161
4,-8.181963660577109,0,-3.4125694778058655,1,3,0,1,-3,1,2.1400661634962708,161
4,-6.08101591367631,0,-9.612709784267834,4,3,0,2,-3,1,5.236441962829949,161
4,-6.08101591367631,0,-3.4125694778058655,4,31,0,3,-3,1,10,161
4,-6.08101591367631,0,-11.317457876506259,1,5,0,1,-3,1,5.236441962829949,161
4,-7.328473829941984,0,-7.425637578395632,1,11,0,1,-2,0,1.54663701119507,161
4,-6.149818833600338,0,-3.4125694778058655,2,16,0,1,-3,1,5.2390980068880655,161
2,-6.149818833600338,0,-6.149818833600338,4,16,0,2,16,0,1.766441661243765,161
2,-6.149818833600338,0,-6.3304324480491365,1,16,0,1,-3,1,1.766441661243765,161
3,-3.4125694778058655,0,-3.4125694778058655,3,6,0,1,-2,0,10,172
1,-6.649312891356779,0,-3.4125694778058655,3,3,0,1,-1,0,5.2390980068880655,172
1,-6.649312891356779,0,-7.366214157924831,3,3,0,1,-22,0,1.0045833390198333,172
3,-7.366214157924831,0,-3.4125694778058655,3,28,0,1,-8,0,3.8501476017100584,172
1,-6.649312891356779,0,-3.4125694778058655,3,2,0,1,-1,0,5.2390980068880655,172
3,-6.199464064089503,0,-7.190323491461167,4,6,0,2,-1,0,3.8501476017100584,172
3,-6.742746898002876,0,-3.4125694778058655,3,2,0,1,-6,0,5.2390980068880655,172
4,-6.542544915931073,0,-8.45525699557679,3,17,0,1,-1,0,1.9416996165189697,172
1,-6.649312891356779,0,-6.08101591367631,3,3,0,1,-1,0,1.0045833390198333,172
1,-6.649312891356779,0,-6.649312891356779,1,3,0,1,-10,0,1.0045833390198333,172
1,-6.649312891356779,0,-3.4125694778058655,3,15,0,1,-1,0,5.2390980068880655,172
3,-4.6980515589636065,0,-8.752508519044722,1,1,0,1,-9,0,10,172
1,-8.752508519044722,0,-9.177391713009987,3,12,0,1,-1,0,0.5753641449035618,172
3,-6.986724536219928,0,-6.986724536219928,3,27,0,1,5,0,4.976733742420574,69
4,-6.149818833600338,0,-10.911992768398093,4,6,0,1,-3,1,1.766441661243765,69
1,-8.347043410936557,0,-3.4125694778058655,1,17,0,1,-6,0,1.3609765531356008,69
1,-3.4125694778058655,0,-8.272935438782836,4,25,0,0,-2,0,3.8501476017100584,69
3,-7.3954845402249445,0,-5.181892985424519,3,6,0,1,-3,1,10,69
3,-7.3954845402249445,0,-5.181892985424519,1,6,0,1,-7,0,1.766441661243765,69
1,-6.149818833600338,0,-4.6980515589636065,1,1,0,1,-1,0,10,69
2,-6.149818833600338,0,-6.702337359664999,4,2,0,1,-1,0,1.766441661243765,69
4,-6.649312891356779,0,-4.6980515589636065,4,2,0,6,-3,1,1.0045833390198333,69
1,-6.649312891356779,0,-3.4125694778058655,3,16,0,1,-1,0,3.8501476017100584,69
1,-6.149818833600338,1,-4.6980515589636065,1,27,0,1,2,0,10,69
1,-6.649312891356779,0,-3.4125694778058655,3,2,0,1,-1,0,3.8501476017100584,0
4,-7.328473829941984,0,-6.999969762969948,1,9,0,1,-5,1,1.54663701119507,0
1,-6.999969762969948,0,-3.4125694778058655,1,19,0,1,-4,1,3.8501476017100584,0
4,-6.702337359664999,0,-7.257014865959839,1,10,0,1,-4,0,5.308267697401205,0
1,-6.149818833600338,0,-3.4125694778058655,4,23,0,2,-1,0,3.8501476017100584,0
1,-6.149818833600338,0,-6.149818833600338,1,23,0,1,-10,0,1.766441661243765,0
1,-6.149818833600338,0,-7.805912437675238,4,36,0,12,-3,1,1.766441661243765,0
1,-3.4125694778058655,0,-3.4125694778058655,1,1,0,1,-2,0,5.2390980068880655,0
1,-8.514097495599724,0,-5.181892985424519,1,17,0,1,-1,0,10,0
1,-3.4125694778058655,0,-5.181892985424519,1,33,0,1,-2,0,10,0
1,-3.4125694778058655,0,-6.742746898002876,1,33,0,1,-12,0,3.8501476017100584,0
2,-7.366214157924831,0,-7.3954845402249445,1,5,0,1,5,0,3.2188758248682006,0
2,-7.366214157924831,0,-7.366214157924831,3,5,0,1,-3,0,3.2188758248682006,0
2,-7.366214157924831,0,-6.149818833600338,3,5,0,1,-16,0,3.2188758248682006,0
1,-6.149818833600338,0,-6.149818833600338,3,33,0,1,4,0,1.766441661243765,0
2,-7.366214157924831,0,-6.149818833600338,1,5,0,1,-21,0,3.2188758248682006,0
1,-6.149818833600338,0,-4.6980515589636065,1,33,0,1,-1,0,2.3025850929940455,0
1,-6.649312891356779,0,-5.181892985424519,4,3,0,9,-1,0,2.908720896564361,0
1,-7.916260494844103,0,-6.062570067885558,1,4,0,1,4,0,10,0
4,-6.199464064089503,0,-7.158574793146586,3,11,0,1,-1,0,0.9207918647549467,0
1,-7.916260494844103,0,-3.4125694778058655,3,4,0,1,-16,0,3.8501476017100584,0
4,-3.4125694778058655,0,-6.149818833600338,1,2,0,1,-9,0,3.8501476017100584,0
1,-6.149818833600338,0,-5.181892985424519,1,18,0,1,-3,1,10,0
1,-6.149818833600338,0,-3.4125694778058655,4,18,0,3,-7,0,3.8501476017100584,0
1,-6.149818833600338,0,-3.4125694778058655,4,37,0,9,-1,0,1.766441661243765,0
4,-10.624310695946313,0,-7.127803134479833,3,4,0,1,-3,0,10,66
4,-8.609407675404048,0,-5.879378567583063,3,1,0,1,-3,1,3.6109179126442243,66
4,-8.64330922707973,0,-7.158574793146586,4,5,0,6,-3,1,0.5978370007556204,66
4,-8.609407675404048,0,-3.4125694778058655,4,4,0,17,-3,1,0.5596157879354228,66
4,-8.832551226718259,0,-3.4125694778058655,4,10,0,9,-1,0,0.9808292530117262,65
3,-12.010605057066204,0,-8.272935438782836,4,9,0,0,-4,0,10,15
4,-8.272935438782836,0,-12.010605057066204,4,14,0,0,-4,0,10,15
4,-3.4125694778058655,0,-9.612709784267834,4,8,0,5,-3,1,3.8501476017100584,20
4,-8.609407675404048,0,-3.4125694778058655,4,11,0,5,-3,1,0.5596157879354228,20
4,-3.4125694778058655,0,-3.4125694778058655,3,14,0,1,-9,0,3.8501476017100584,20
4,-10.911992768398093,0,-5.181892985424519,4,24,0,5,-1,0,0.40546510810816444,20
4,-6.999969762969948,0,-5.879378567583063,3,23,0,1,-3,1,5.7745515455444085,103
4,-6.999969762969948,0,-7.3954845402249445,4,2,0,2,-3,1,2.17742195004004,103
4,-7.3954845402249445,0,-3.4125694778058655,3,6,0,1,-3,1,2.1400661634962708,103
4,-9.708019964072157,0,-8.249404941372642,4,1,0,1,-3,1,1.2039728043259361,103
4,-6.08101591367631,0,-8.64330922707973,4,2,0,2,-3,1,5.236441962829949,103
4,-8.39968714442198,0,-8.249404941372642,3,19,0,1,-3,1,3.6109179126442243,103
4,-6.999969762969948,0,-8.249404941372642,4,2,0,4,-1,0,2.17742195004004,173
4,-8.249404941372642,0,-4.6980515589636065,3,7,0,1,-3,0,3.2188758248682006,173
4,-8.249404941372642,0,-3.4125694778058655,3,7,0,1,-9,0,3.8501476017100584,173
4,-6.08101591367631,0,-8.226415423147943,4,14,0,2,-3,1,5.236441962829949,25
4,-7.366214157924831,1,-4.6980515589636065,3,13,0,5,-3,1,5.7745515455444085,170
3,-6.649312891356779,0,-5.181892985424519,3,19,0,1,-1,0,1.0045833390198333,170
3,-6.649312891356779,0,-7.425637578395632,4,19,0,0,-6,0,1.0045833390198333,170
4,-7.425637578395632,0,-4.6980515589636065,4,26,0,0,-1,0,10,170
4,-4.6980515589636065,1,-5.181892985424519,3,28,0,1,-1,0,10,170
4,-9.612709784267834,0,-5.181892985424519,4,8,0,2,-3,1,10,170
4,-9.014872783512212,0,-11.317457876506259,4,5,0,2,-3,1,2.3025850929940455,170
4,-8.544869154266477,0,-3.4125694778058655,3,26,0,2,-4,0,3.8501476017100584,170
3,-3.4125694778058655,0,-5.879378567583063,3,20,0,1,-3,1,10,170
2,-6.149818833600338,0,-5.181892985424519,3,3,0,1,-3,1,10,170
4,-6.149818833600338,0,-5.181892985424519,3,4,0,1,-3,1,10,170
4,-3.4125694778058655,0,-3.4125694778058655,3,4,0,1,-3,1,3.8501476017100584,137
4,-3.4125694778058655,0,-3.4125694778058655,3,4,0,1,-8,1,10,137
4,-6.542544915931073,0,-3.4125694778058655,4,9,0,2,-3,1,10,137
4,-6.08101591367631,0,-3.4125694778058655,3,32,0,1,-3,1,10,137
4,-7.158574793146586,0,-3.4125694778058655,4,1,0,15,-10,0,3.8501476017100584,89
4,-10.06469490801089,0,-5.879378567583063,3,22,0,1,-3,1,10,89
4,-9.120233299170039,0,-5.879378567583063,4,2,0,2,-3,1,10,89
3,-5.879378567583063,0,-4.6980515589636065,3,7,0,1,-1,0,1.3609765531356008,31
4,-6.542544915931073,0,-8.514097495599724,4,11,0,2,-1,0,1.9416996165189697,31
4,-6.649312891356779,0,-7.820950315039778,4,1,0,1,-3,1,1.0045833390198333,31
3,-7.3954845402249445,0,-3.4125694778058655,3,19,0,1,-1,0,3.8501476017100584,26
4,-10.911992768398093,0,-4.6980515589636065,3,0,0,1,-3,1,10,130
4,-10.911992768398093,0,-3.4125694778058655,4,20,0,2,20,0,5.2390980068880655,130
4,-10.911992768398093,0,-8.226415423147943,3,20,0,1,-3,1,0.40546510810816444,130
4,-10.911992768398093,0,-9.931163515386368,4,20,0,0,-10,0,0.40546510810816444,130
4,-9.931163515386368,0,-3.4125694778058655,2,31,0,1,-3,1,3.8501476017100584,130
4,-7.747925180024889,0,-3.4125694778058655,4,14,0,2,-1,0,5.82600010738045,55
4,-7.747925180024889,0,-3.4125694778058655,3,6,0,1,-1,0,3.8501476017100584,55
4,-6.999969762969948,0,-3.4125694778058655,4,29,0,19,-3,1,3.8501476017100584,55
4,-6.149818833600338,0,-4.6980515589636065,4,13,0,5,-1,0,1.766441661243765,55
3,-4.6980515589636065,0,-5.181892985424519,4,30,0,0,3,0,10,55
4,-8.181963660577109,0,-7.127803134479833,3,15,0,1,-3,1,3.3141860046725258,55
4,-7.310124691273788,0,-3.4125694778058655,3,4,0,1,-3,1,10,55
4,-7.950162046519784,0,-8.45525699557679,3,7,0,1,7,0,10,21
4,-7.950162046519784,0,-7.257014865959839,4,7,0,0,-3,0,10,21
4,-7.257014865959839,0,-9.302554855963994,4,11,0,1,-2,0,10,21
4,-9.302554855963994,0,-7.7764985524689445,3,15,0,1,-2,0,10,21
4,-8.139404046158313,0,-7.090624131238079,3,0,0,1,-1,0,1.766441661243765,115
4,-6.08101591367631,0,-7.556257760812696,3,0,0,4,-3,1,5.236441962829949,115
4,-6.08101591367631,0,-7.556257760812696,3,4,0,1,-3,1,5.236441962829949,115
4,-7.292106185771109,0,-8.544869154266477,4,0,0,0,-1,0,3.3141860046725258,115
4,-6.08101591367631,0,-8.040313143514082,4,3,0,0,-9,0,5.236441962829949,115
4,-8.832551226718259,0,-7.8834706720211125,4,19,0,7,-3,1,0.9808292530117262,158
4,-7.967553789231654,0,-5.879378567583063,2,24,0,1,-5,1,10,158
4,-7.628578422392322,0,-7.127803134479833,4,15,0,3,-5,1,3.367295829986474,158
4,-8.752508519044722,0,-11.317457876506259,4,41,0,0,-1,0,10,158
4,-8.373018897339819,0,-6.404802990770206,4,3,0,0,-1,0,2.3025850929940455,82
4,-6.404802990770206,0,-8.297032990361895,4,5,0,0,-9,0,10,82
