	var	amp	idoc	iphrase	biggestStep	avgStep
" GUM_academic_exposure-3
_1"	0.002289185826292235	-0.00030507892370224	0.008923739194869995	0.01383250697681393	0.0341816321015358	0.010058031184598804
" GUM_academic_exposure-12
_1"	-0.0005775002786860134	8.920952677726746e-05	-0.04953444004058838	-0.050453114522887144	-0.0016298480331897736	0.0024911271095150733
" GUM_academic_exposure-20
_1"	0.00608133668320604	0.00013248436152935028	0.002589285373687744	0.013269154341645328	0.014826221391558647	0.01872704775841344
" GUM_academic_librarians-8
_1"	-0.0031795337337419197	0.004349716007709503	0.0010441094636917114	0.00310135809316614	-0.02265838533639908	-0.006801824941391893
" GUM_academic_librarians-19
_1"	0.005189532168300322	0.018740214407444	0.006601735949516296	0.0021328086476950503	0.014598339796066284	0.0011256465002110194
" GUM_academic_librarians-21
_1"	-0.0008781272002428425	0.00026766397058963776	0.009731322526931763	-0.004046875357843316	0.019569972530007362	-0.002758377260554924
" GUM_bio_byron-9
_1"	0.003088714020058461	0.0010205656290054321	-0.05792880058288574	0.03262339920974244	-0.01088838279247284	0.00205965840694855
" GUM_conversation_grounded-10
_1"	0.0016660985877981066	-0.0011900067329406738	-0.020949825644493103	-0.02955988540568133	-0.06241461634635925	0.008432533456520605
" GUM_conversation_grounded-16
_1"	0.007057834531222454	0.0005326829850673676	0.008036434650421143	0.01680078812959518	0.01170092448592186	0.012123074610200194
" GUM_conversation_grounded-18
_1"	0.0014939955733906315	-0.0004643276333808899	-0.027654588222503662	-0.031123352164609597	0.05483614653348923	0.00907434367989543
" GUM_conversation_grounded-25
_1"	0.003083831961793196	-0.005610816180706024	-0.004575014114379883	-0.046451872451738874	-0.016000084578990936	-0.07288810337583224
" GUM_conversation_grounded-76
_1"	0.0022808107160932276	-0.0007126126438379288	0.003990471363067627	0.011587088447371996	2.0584091544151306e-05	0.011759905064335247
" GUM_conversation_grounded-107
_1"	0.01286333938163943	-0.0006627850234508514	0.019017904996871948	-0.016489900825988668	0.038479048758745193	-0.09418827034533023
" GUM_conversation_grounded-134
_1"	0.007021343380634121	0.0011545363813638687	0.15108617395162582	0.13803078031078686	-0.24546916782855988	-0.03282167549644198
" GUM_conversation_risk-109
_1"	0.0017807455396453564	0.002056097611784935	-0.02752751111984253	-0.0052747780922800525	-0.052968705072999	0.0016680462690799105
" GUM_fiction_beast-3
_3"	0.0005498912169581288	0.0005576126277446747	0.00014668703079223633	8.988174823965078e-05	0.0007909536361694336	0.002500997662410992
" GUM_fiction_beast-5
_1"	0.005053626630137087	-0.0007979031652212143	0.02392861247062683	0.030299551307390926	0.06811631470918655	0.012477929554879669
" GUM_fiction_beast-57
_1"	0.0023713616898987516	-0.0005336105823516846	0.0015497803688049316	-0.0021521870697900347	0.0036209821701049805	0.004340818595633983
" GUM_fiction_lunre-9
_1"	0.0022913386438361757	0.0009023528546094894	0.1374901682138443	0.1487814942055622	-0.09367033839225769	-0.046699063491917436
" GUM_fiction_lunre-9
_2"	0.0038952478270642132	-0.00024250708520412445	0.011174015700817108	0.006772458172147888	0.03662310540676117	0.0028920594843164504
" GUM_fiction_lunre-13
_1"	-0.0007184435386536209	3.774464130401611e-05	-0.05046168714761734	-0.051655231907408505	0.0123710036277771	0.0038947918113239888
" GUM_fiction_lunre-15
_1"	-0.0020096505394166797	0.0008143726736307144	-0.007164061069488525	-0.008649424373807446	-0.013607984408736229	-0.005089862699774239
" GUM_fiction_lunre-20
_1"	0.0008243634860152435	0.0013689864426851273	0.06400787830352783	0.009110951157552893	0.13225589878857136	0.0003443400187952417
" GUM_fiction_lunre-24
_1"	-0.00015369228155905773	-0.002435509115457535	0.0012995004653930664	-0.0021858966963393955	0.00021499022841453552	-0.018297413749564673
" GUM_fiction_lunre-24
_2"	0.000335275563040055	-0.00035348720848560333	0.0014441311359405518	0.004527230829995843	0.002230195328593254	-0.00267937097428194
" GUM_fiction_lunre-26
_1"	-0.013151357685809897	0.0002347119152545929	-0.061551529784775294	-0.20766775662961756	0.12737972289323807	0.0044402143997109705
" GUM_interview_cyclone-41
_1"	-0.005574070605795178	0.002470100298523903	0.08251917362213135	0.07012259182931091	-0.217904569581151	-0.0047888169530779096
" GUM_news_homeopathic-13
_1"	0.004187051466635193	-0.0010258294641971588	-0.0025237277150154114	-0.010862915659952344	-0.0018531233072280884	0.016733673810080854
" GUM_news_homeopathic-13
_2"	0.0014203916920355955	-0.0003537070006132126	-0.012848783284425735	-0.012590893088876287	-0.022199608385562897	0.0003996062973633391
" GUM_news_homeopathic-15
_1"	-0.006899929035324076	-0.0044151004403829575	0.1772310845553875	0.16033829197330374	-0.015334352850914001	-0.0320277708201793
" GUM_news_homeopathic-20
_1"	0.0034309879665014448	0.0010614749044179916	-0.008115187287330627	-0.014602149095402028	-0.01647964119911194	0.014451437954639268
" GUM_news_iodine-6
_1"	-0.0005773549928313887	0.0010677464306354523	-0.07084065675735474	-0.06824462426869526	0.03407604992389679	0.0028646086681295424
" GUM_news_iodine-11
_1"	-0.0008769897629512247	-0.00019685737788677216	0.011960774660110474	0.019225014504371973	0.017354385927319527	0.01293813272263683
" GUM_news_iodine-14
_1"	0.00034979833627962753	0.0047664642333984375	0.0017411783337593079	0.0006156946707464028	-0.01340872049331665	0.0013981096112237468
" GUM_news_iodine-17
_3"	-0.0002937827237192714	-8.762907236814499e-05	0.00034925341606140137	-0.0023493046840959986	0.0006135003641247749	-0.008606637256632604
" GUM_news_iodine-18
_1"	-0.003806411096469134	-0.0006059557199478149	-0.0462946742773056	-0.04617479092393739	-0.09400436282157898	-0.002446936014863732
" GUM_news_iodine-21
_1"	0.002202366230999217	-0.0007907021790742874	0.020086288452148438	0.017142397476545557	-0.0190536230802536	-0.0031150509603321552
" GUM_news_iodine-28
_1"	-0.0009011373181746912	0.0016811192035675049	0.08543568849563599	0.06196846480192675	0.08597669191658497	0.021582081140889442
" GUM_news_iodine-39
_2"	0.0025950335194586185	0.005558274686336517	-0.00032711029052734375	0.006751511269064259	0.005156122148036957	0.012902645073750954
" GUM_news_iodine-41
_2"	0.007369615425065132	0.00628305971622467	0.01865755021572113	0.00969509315730721	0.06070515885949135	0.013097725839110175
" GUM_speech_impeachment-1
_1"	0.006968643603485203	-0.001633528620004654	-0.012359589338302612	-0.010324131335703535	0.01514739915728569	-0.011656912457855328
" GUM_speech_impeachment-7
_1"	0.0010558353095780557	-0.0029051173478364944	0.0007224977016448975	-0.0014703147631743851	-0.0017351377755403519	-0.008184222622759751
" GUM_speech_impeachment-11
_1"	0.0034210483383655815	0.00034533627331256866	0.0024784207344055176	-0.006200325725379763	0.0258343368768692	0.010059452915414296
" GUM_speech_impeachment-13
_1"	-0.00514519505378358	-0.001807723194360733	-0.1461987942457199	-0.1380935465421509	0.01347525417804718	-0.007484019413669274
" GUM_speech_impeachment-17
_2"	0.002987774919853678	0.00020602717995643616	0.011980414390563965	0.007320083711917169	-0.007973432540893555	0.00271462771596144
" GUM_speech_impeachment-32
_1"	0.002270822533768771	-0.0007854923605918884	0.012939691543579102	0.02434659554885743	0.007209159433841705	0.017181364530333004
" GUM_speech_impeachment-37
_1"	0.00383943618658137	-0.005490833893418312	-0.002331376075744629	-0.007405409665658502	-0.002469712868332863	0.0061692748937049735
" GUM_speech_impeachment-39
_1"	0.0026311333869745573	0.0005256887525320053	-0.004631265997886658	-0.01668416318439303	-0.009200304746627808	0.023420065849581187
" GUM_speech_impeachment-47
_1"	-0.020639940678835213	-0.005569186061620712	-0.1964346355396276	-0.19054749246467562	-0.19384143501520157	0.0019309318843571538
" GUM_speech_inauguration-5
_1"	0.004172795222129738	-0.0017112810164690018	-0.0017345249652862549	0.004959048054209214	-0.005302103236317635	0.012414864690176067
" GUM_speech_inauguration-6
_1"	0.003737370015657833	0.0022523459047079086	0.0017648935317993164	0.006262025908262525	0.00959581695497036	0.012711317102897857
" GUM_speech_inauguration-18
_1"	0.0032128296837487316	-0.0020605791360139847	0.008558593690395355	0.004919211370060572	0.017105266451835632	0.002649300919455505
" GUM_speech_inauguration-25
_1"	0.00484188153547635	0.0026573147624731064	0.0030126869678497314	-0.0036479500850886692	0.13532087206840515	0.011835208168853556
" GUM_speech_inauguration-35
_1"	0.007821186213475995	-0.0008975043892860413	0.1236126497387886	0.10189068229398224	-0.210746631026268	-0.011563655538245662
" GUM_speech_inauguration-36
_1"	-0.0020732728553230495	-0.0003944355994462967	-0.032814569771289825	-0.03926315130222413	-0.06567420065402985	0.009106109276987046
" GUM_textbook_governments-11
_1"	0.0006214886811777946	6.56619668006897e-05	-0.006481796503067017	0.003878206407858298	-0.01290210336446762	0.0007384875773632227
" GUM_textbook_governments-12
_1"	0.0017643329771944924	-0.0022026896476745605	0.014576882123947144	0.00911312814624532	0.02842003107070923	0.007205848840354877
" GUM_textbook_governments-12
_2"	0.001223528873795815	0.002255309373140335	0.007248684763908386	0.006813356602767939	0.014035433530807495	-0.001583596615124097
" GUM_textbook_governments-12
_3"	-0.0009878619253201396	0.003388170152902603	-0.01920977234840393	-0.014227798696951677	-0.03758960962295532	-0.008957427652443159
" GUM_textbook_labor-3
_1"	0.0013567894315441552	0.0018035992980003357	0.008697211742401123	0.009310011571792343	0.019543074071407318	0.0015770397028007088
" GUM_textbook_labor-20
_1"	0.007880593451434208	0.0004923529922962189	-0.0012349933385849	-0.009963871273505731	-0.0024990737438201904	0.012643923554273823
" GUM_vlog_portland-6
_1"	0.0010818305668999356	0.0007585640996694565	-0.017189711332321167	-0.02359416037439732	-0.06881284713745117	0.00842889169339145
" GUM_vlog_portland-48
_1"	0.0007813043508216044	-0.000692984089255333	-0.01964908093214035	-0.02674944027371351	-0.03922365605831146	0.013250901594169834
" GUM_vlog_portland-51
_1"	-0.0023164284618842866	0.017423655837774277	-0.004166275262832642	-0.019581615856173018	0.008450891822576523	-0.013683741031860819
" GUM_vlog_portland-52
_1"	0.00290289339829165	-0.0035370774567127228	-0.10747897265376993	0.12548507813864773	-0.007376927882432938	-0.002248987340837297
" GUM_voyage_athens-6
_1"	0.001127407072384283	0.0012805964797735214	-0.034083813428878784	-0.02748689280932981	-0.06124068237841129	-0.0021657674184078907
" GUM_whow_joke-49
_1"	0.0021438741934718744	-0.0014498848468065262	0.00034305453300476074	0.0031985015948376994	-0.0014508385211229324	0.0042430323620255145
" GUM_whow_joke-61
_1"	-0.0023184892087981107	-0.010405205190181732	-0.04875485599040985	-0.04953144422421851	-0.11112198233604431	-0.003938313573598862
" GUM_whow_joke-63
_1"	-0.002492833675018097	-0.0004026796668767929	-0.0022083818912506104	-0.00635564065089933	-0.003566136583685875	-0.02093279579797616
" GUM_academic_discrimination-14
_1"	0.002948289253232983	9.640119969844818e-05	0.023471977691077672	-0.045513964966108156	0.12042429111897945	0.007755815649003378
" GUM_academic_discrimination-51
_1"	0.000890081263751695	0.001280616968870163	-0.0003300905227661133	-0.005000396453181621	0.0012794248759746552	-0.010735141490472527
" GUM_conversation_lambada-21
_1"	0.0029354752045559207	2.4218112230300903e-05	0.0005230605602264404	-0.003652499053320879	0.0009865164756774902	0.0035449163722140464
" GUM_conversation_lambada-44
_1"	0.005170713318383896	0.00036665983498096466	-0.030742332339286804	-0.050342533105452114	-0.06155332922935486	0.02223097692642892
" GUM_conversation_lambada-57
_1"	0.0043099940784538104	-0.0006392654031515121	0.0018275007605552673	-0.00608197380451192	0.003657624125480652	0.013852612364736172
" GUM_conversation_lambada-67
_1"	0.017126532657615677	-0.003200611099600792	0.2595412954688072	0.2423427080356585	0.01431264728307724	-0.014382955125932184
" GUM_conversation_lambada-84
_1"	-0.0058697363351218265	-0.0016247518360614777	-0.002056419849395752	-0.011428945771369547	-0.005744386464357376	-0.02334609960494509
" GUM_conversation_lambada-86
_1"	0.01887795662107751	0.001660756766796112	0.0017879903316497803	0.012381276204472491	0.005161158740520477	0.021304781486590707
" GUM_conversation_retirement-19
_1"	0.003762018338456914	0.0001041516661643982	0.002593398094177246	0.011307721707577767	0.00371619313955307	0.012964613545054238
" GUM_conversation_retirement-41
_1"	0.0009538872063296067	0.00281669944524765	-0.013461753726005554	-0.017940860961085936	-0.029436200857162476	0.007620754107790451
" GUM_conversation_retirement-43
_1"	-0.004721186638256686	0.003656260669231415	-0.031185775995254517	-0.01966616090032325	-0.05811000615358353	-0.022623247507918665
" GUM_conversation_retirement-44
_1"	0.0034858015561143596	-0.003990175202488899	0.003600984811782837	0.006574471933501136	0.0031043868511915207	0.0033573198879321836
" GUM_conversation_retirement-46
_1"	0.0018629234521325769	-0.0012661945074796677	-0.03751477599143982	0.03457632762392615	-0.07626993767917156	0.004596353479634621
" GUM_conversation_retirement-50
_1"	0.023163934824968424	0.001310046762228012	-0.10690921185436197	-0.102358078093014	-0.4065976869314909	0.034043441609376
" GUM_conversation_retirement-66
_1"	0.016497279583912283	-0.003183256834745407	0.031199276447296143	-0.013973365105422464	0.06602954864501953	0.03891669129509301
" GUM_conversation_retirement-82
_1"	0.008587846238635538	-0.0011426378041505814	0.047736912965774536	0.038645043604386364	0.09455651044845581	-0.0038673117756843622
" GUM_conversation_retirement-82
_2"	0.0005192283873800274	-0.0018757283687591553	-0.004113942384719849	-0.006592496779436852	-0.009875357151031494	-0.004180646315217029
" GUM_fiction_falling-12
_1"	0.00011990017069665737	-0.0011622309684753418	-0.0029100924730300903	0.0037554683385505605	-0.005095154047012329	-0.018629322509820523
" GUM_fiction_falling-18
_1"	-0.006387949077673885	-0.007130907848477364	-0.022275477647781372	-0.06311775925051832	-0.05176006443798542	-0.1175027962308377
" GUM_fiction_falling-31
_1"	0.008488993586321061	-0.0004040524363517761	-0.0020818784832954407	-0.020065258017204934	0.035436972975730896	0.01400227020071311
" GUM_fiction_teeth-4
_1"	0.0053969352190499364	-0.0014591962099075317	-0.0108075812458992	-0.018442376142205785	-0.021613970398902893	0.006379787677626592
" GUM_fiction_teeth-16
_1"	0.00196158753505965	-3.0567869544029236e-05	0.2092897891998291	0.1707593874739749	-0.07783851027488708	0.0037134871152894877
" GUM_fiction_teeth-27
_1"	0.011888764617124362	0.00019132904708385468	0.008584976196289062	-0.010934755607710067	-0.03247220814228058	-0.003068104014861933
" GUM_fiction_teeth-32
_1"	-0.003986872133452585	0.0016491636633872986	-0.03993454575538635	-0.038362899288665764	0.0015654191374778748	-0.009807428472912771
" GUM_interview_hill-13
_1"	0.005873525748254296	-0.0024464409798383713	0.05531203746795654	0.04635916177756516	0.06729504466056824	0.004247411489486694
" GUM_interview_hill-23
_1"	0.004383132504644095	-9.989924728870392e-05	0.003533661365509033	0.011954229969817876	0.006485817953944206	0.013726051466969341
" GUM_interview_hill-25
_1"	-0.0011002860110306961	-0.007394691929221153	-0.02225935459136963	-0.04735751265866883	-0.04509425163269043	0.02856968845137292
" GUM_interview_hill-31
_1"	0.021989095778038793	-0.00934518501162529	-0.015547987203025304	0.22129262739694433	-0.22670681402087212	0.004583654108277532
" GUM_interview_libertarian-7
_1"	-0.0005810723503446233	-0.0004889629781246185	0.011567950248718262	0.011905016028153304	-0.010210588574409485	-0.002920794929342607
" GUM_interview_libertarian-28
_1"	0.003858138682934255	-0.03223072737455368	-0.00648091733455658	-0.010710017264566662	-0.012991636991500854	0.004679916021398417
" GUM_interview_libertarian-28
_2"	0.002318061512519197	0.00592629611492157	-0.0009471848607063293	-0.005513986408309024	-0.0022759586572647095	0.0038062654940670404
" GUM_interview_libertarian-28
_3"	0.0026233118190278626	-0.0011876672506332397	0.0015005841851234436	-0.003546853212997192	0.0028680115938186646	0.0032822343902851187
" GUM_interview_libertarian-28
_4"	0.0020902449627159814	0.0016417205333709717	0.003033667802810669	-0.0010661567401404337	0.005999624729156494	0.0017434834111494935
" GUM_interview_libertarian-34
_1"	0.0004823369609470024	-0.0003784671425819397	-0.010514713823795319	-0.015974680817307796	-0.021028712391853333	0.006843032607817712
" GUM_news_nasa-38
_1"	0.0009166124175296747	-0.0014602765440940857	0.004808381199836731	-0.0027311380686504405	0.010731250047683716	0.009440547394517218
" GUM_news_sensitive-10
_1"	0.0018603608790662349	-0.01408383995294571	0.04482189938426018	0.04635934641807338	0.0009537339210510254	-0.010975353757706169
" GUM_news_sensitive-15
_1"	0.004570499033452954	-0.00033763423562049866	0.00016698241233825684	-0.012176727685796918	-0.0031360983848571777	0.004893339470285807
" GUM_news_sensitive-16
_1"	0.004484624649514622	-0.001162547618150711	0.011305004358291626	-0.0015516231175173312	0.008927762508392334	0.011190162874603019
" GUM_speech_austria-29
_1"	-0.0015185781575196775	-0.00021701492369174957	-0.09914761781692505	-0.09532946240217399	-0.027340218424797058	-0.00391176383906984
" GUM_speech_austria-35
_1"	0.0015176516489582292	-0.0005267281085252762	0.002857506275177002	-0.0050204281788319705	-0.045083820819854736	0.008706385438478959
" GUM_speech_austria-38
_1"	0.017318623756938198	0.031962569802999496	0.11684313416481018	0.10217385983237848	0.19183069467544556	-0.0018661097995936876
" GUM_speech_newzealand-4
_1"	0.0035566879176326116	0.000874735414981842	0.0003312826156616211	-0.008375267184486446	0.0005141496658325195	0.010176911198517713
" GUM_speech_newzealand-11
_1"	0.018748293124059345	0.0001935511827468872	-0.09047864737091116	-0.1554473546240479	0.019528642296791077	0.08873308230312948
" GUM_speech_newzealand-14
_1"	0.003494808666737431	-0.001589663326740265	-0.005349025130271912	-0.011431677343792801	0.049858540296554565	0.012615394462515278
" GUM_speech_newzealand-18
_1"	0.006775407736109157	0.00027713552117347717	-0.0022966712713241577	-0.00826125720430626	0.1247415840625763	0.004438176484066331
" GUM_speech_newzealand-19
_1"	0.005040851893375366	-0.0007110796868801117	0.004251569509506226	0.008770890629419159	0.007793251425027847	-0.0009379889475695374
" GUM_speech_newzealand-21
_1"	-0.01772983774947763	0.0006506983190774918	-0.433669738471508	-0.4096542626127391	0.3020364008843899	0.0077631963276734856
" GUM_speech_newzealand-22
_1"	0.020408474603964805	-0.001048000529408455	0.030137725174427032	-0.008448004256933928	0.06267227232456207	0.02562024422167314
" GUM_textbook_chemistry-6
_1"	0.0017984176691718534	0.0036613624542951584	0.012001514434814453	0.010071936630360434	0.009261153638362885	0.0004937978902300744
" GUM_textbook_union-4
_1"	-0.022467196368527245	0.01372573897242546	-0.0013513302999501597	-0.1638316364529041	0.1747102066874504	0.0017747447515527454
" GUM_textbook_union-18
_1"	0.005694661036943077	0.009611997753381729	0.0174148827791214	0.003518992306097646	0.03530383110046387	0.018647394211583845
" GUM_vlog_london-13
_1"	0.0018293399433352495	0.0007488839328289032	0.026143983006477356	0.027410774065062316	0.020875006914138794	-0.008359576831694943
" GUM_vlog_london-18
_1"	0.0017172745685363339	-0.0022421935573220253	-0.022672414779663086	-0.013825171712475437	-0.048037455417215824	0.008688641218129178
" GUM_vlog_london-21
_1"	0.005035096482764241	0.0002584680914878845	-0.007199987769126892	-0.013506838384362063	-0.014347165822982788	0.012964099070112964
" GUM_vlog_studying-10
_1"	0.0010356200399809397	-0.0005480442196130753	0.02557799220085144	0.005946642484876419	0.043433865532279015	0.008100310197078638
" GUM_vlog_studying-21
_1"	-0.0002941365832761361	0.002934735268354416	0.010445982217788696	0.011058648166162866	0.0010140947997570038	-0.0012467908129053518
" GUM_vlog_studying-29
_1"	-0.0066246602158771956	-0.025505702942609787	-0.05090154707431793	-0.05590933976428847	-0.1014355719089508	0.010720617039815375
" GUM_vlog_studying-31
_1"	0.00169882318424526	0.0001328829675912857	-0.04753577709197998	-0.051329297099814375	-0.05354222655296326	0.010265516313562373
" GUM_vlog_studying-32
_1"	0.007927467428207005	-0.0020758137106895447	0.005157239735126495	-0.0024917474355209412	0.015128746628761292	-0.011138769839372897
" GUM_vlog_studying-34
_1"	0.002176934092059178	-0.0016349218785762787	0.030584514141082764	0.021804958722749457	0.060843467712402344	0.00728964091589053
" GUM_vlog_studying-37
_1"	-0.0016157645345079852	0.0024914778769016266	-0.0018134340643882751	-0.004916265352883142	-0.0036230534315109253	-0.006221431218797258
" GUM_vlog_studying-42
_1"	0.0013736543809384216	-9.984709322452545e-05	0.0009681135416030884	-0.001128608925888952	-0.01070055365562439	-0.004065230829587235
" GUM_voyage_vavau-4
_1"	0.0006244647331506079	0.000705081969499588	0.021780669689178467	-0.02201854730483843	0.04440458491444588	0.0018839256344694438
" GUM_voyage_vavau-8
_1"	0.00469124269152732	-0.0002443045377731323	0.0015590563416481018	-0.017320110311680126	0.003943994641304016	0.03173651769596003
" GUM_whow_cactus-3
_1"	-0.0014525984536245887	-0.0007736086845397949	-0.003737151622772217	-0.005125331618089923	-0.008656620979309082	-0.004382454084575341
" GUM_whow_cactus-12
_1"	-0.0029176426948731016	0.01244114339351654	0.03480928776683756	-0.10997471091422173	0.19266177713871002	0.01227246920267741
" GUM_whow_cactus-14
_1"	-0.009544813625698978	0.002851489931344986	-0.12631645798683167	-0.12447703662410115	-0.08166979253292084	0.002288695850890421
" GUM_whow_mice-22
_1"	-0.015457376068905418	-0.05075501650571823	0.08128993213176727	0.03895693430394842	-0.01308634877204895	0.005281506004658626
" GUM_academic_census-3
_1"	0.013072806513378582	-0.0014691855758428574	-0.0025231093168258667	-0.03142559109829146	0.0233018696308136	0.04501762766041176
" GUM_academic_census-4
_1"	0.0026601381944070523	-7.453188300132751e-05	0.0002758502960205078	0.0016084059233775205	-0.0012296698987483978	-0.004624432270330464
" GUM_academic_economics-6
_1"	0.002642767743955443	-0.0018132776021957397	-0.021372660994529724	-0.035940607737309116	-0.03361925482749939	0.013909014250183926
" GUM_academic_economics-10
_1"	0.0017695458572593165	0.0005405619740486145	0.0003475695848464966	-0.0013152945508387859	0.007681399583816528	-0.0009188243059505691
" GUM_academic_enjambment-30
_1"	-0.0006358560536133748	-2.339482307434082e-06	0.012980535626411438	0.00673280339218485	0.03560331463813782	0.007446389283433746
" GUM_academic_enjambment-38
_1"	-0.004601689224911859	-5.289074033498764e-05	0.026010092477225744	-0.05280091384156871	-0.04450978338718414	-0.009064512584511686
" GUM_academic_epistemic-9
_1"	0.0017405261015608353	-2.3324042558670044e-05	0.002839788794517517	-0.0015377469407864552	0.005887463688850403	0.009928025579942379
" GUM_academic_epistemic-12
_1"	0.0038569712830757927	0.000752665102481842	-0.002847321331501007	-0.009125539739606281	-0.006091013550758362	0.011706855983482645
" GUM_academic_epistemic-30
_1"	0.0007565133636251997	-0.000883929431438446	-0.10562703013420105	-0.11488401005503368	0.010792210698127747	0.01596835114938952
" GUM_academic_games-7
_1"	-0.0005039764926428117	0.0006500184535980225	0.025177299976348877	0.026696756596364057	0.01668678969144821	-0.006585135282584337
" GUM_academic_games-25
_1"	0.0003636861542652761	-0.00018390081822872162	-0.0021788477897644043	-0.0009860917372668254	-0.003084799274802208	-0.0002808552703242456
" GUM_academic_games-29
_1"	-0.0030065770646390197	-0.0016057519242167473	0.01670399308204651	0.013422385454177843	0.05887084919959307	0.0008476658410433158
" GUM_academic_huh-8
_1"	0.001856350460384515	-0.0006981734186410904	0.0012558400630950928	0.00576076201179021	0.0016366001218557358	0.017571876348066506
" GUM_academic_huh-10
_1"	0.003794745061623646	-0.0002552475780248642	-0.004256099462509155	0.012189269747035825	-0.00018366239964962006	0.0229183387447415
" GUM_academic_huh-12
_1"	0.006451036429366085	-0.0004164092242717743	0.01610371470451355	0.014790094939984733	-0.0002763979136943817	-0.0053522853760964995
" GUM_academic_huh-13
_1"	-0.0006473787069495446	-0.00011628400534391403	0.0006186440587043762	-0.0006355570268090638	0.001237526535987854	0.0010623517387866321
